dbpedia_20840,election election officeholder officeholder politician election officeholder officeholder person scientist
dbpedia_22801,scientist school school school collegecoach scientist building school writer cardinal
dbpedia_487,saint city person musicalartist film saint saint person artwork musicalartist
dbpedia_13927,protein protein protein enzyme protein protein protein protein protein protein
dbpedia_742,scientist scientist scientist scientist writer scientist scientist scientist scientist scientist
dbpedia_19959,soccerplayer wrestler soccertournament curler curler rugbyplayer soccerclub artist lacrosseleague album
dbpedia_7511,militaryconflict politicalparty book person supremecourtoftheunitedstatescase politicalparty supremecourtoftheunitedstatescase supremecourtoftheunitedstatescase country philosopher
dbpedia_11936,crustacean plant insect plant insect chemicalcompound insect plant insect insect
dbpedia_21325,game language school company company person book person company game
dbpedia_22843,building organisation organisation ethnicgroup book book book historicbuilding person non profitorganisation
dbpedia_6778,businessperson person person person person person engineer person person comicscharacter
dbpedia_15350,disease disease website anime disease person writer scientist disease disease
dbpedia_13020,person musicalartist person person award person film officeholder person person
dbpedia_19455,company company company company company company televisionstation company company person
dbpedia_6206,cyclist videogame book album australianrulesfootballplayer baseballplayer basketballplayer cyclingteam ncaateamseason film
dbpedia_20444,writer person organisation politician officeholder person person person person officeholder
dbpedia_21073,person royalty book book book book person book person scientist
dbpedia_8818,recordlabel recordlabel recordlabel recordlabel recordlabel recordlabel recordlabel band recordlabel recordlabel
dbpedia_18397,band album band band artistdiscography band band album band band
dbpedia_17126,company album company band person musicgenre classicalmusiccomposition company album band
dbpedia_14403,artwork artwork artwork museum artwork artwork person artwork artwork artwork
dbpedia_22568,building settlement building historicplace building building road historicplace building museum
dbpedia_17944,mineral bird star mineral book mineral planet plant mineral scientist
dbpedia_14350,writer speedwayrider person fictionalcharacter officeholder person soapcharacter person person person
dbpedia_3026,chemicalcompound chemicalcompound drug company chemicalcompound scientist chemicalcompound school chemicalcompound chemicalcompound
dbpedia_2490,settlement settlement settlement settlement settlement settlement settlement settlement station settlement
dbpedia_16164,person film person settlement person newspaper person film writer film
dbpedia_17363,christianbishop pope pope pope pope pope pope christianbishop pope pope
dbpedia_20110,website televisionstation televisionstation album televisionstation televisionshow televisionstation televisionshow televisionshow televisionshow
dbpedia_18053,company company company newspaper company company company company company company
dbpedia_8251,company recordlabel company company school lawfirm company company company lawfirm
dbpedia_5184,biologicaldatabase disease biologicaldatabase protein person disease disease disease disease disease
dbpedia_19235,person person person single militaryconflict person militaryconflict film fictionalcharacter politician
dbpedia_254,fungus fish language academicjournal insect insect insect insect insect insect
dbpedia_5480,person fictionalcharacter noble saint film cardinal fictionalcharacter film person film
dbpedia_370,company televisionshow militaryunit organisation organisation tradeunion scientist scientist university non profitorganisation
dbpedia_19999,militaryperson officeholder militaryperson person militaryperson militaryperson person militaryperson person militaryperson
dbpedia_12268,film film film album film person film film person film
dbpedia_382,company company aircraft artificialsatellite ship artificialsatellite artificialsatellite ship automobile ship
dbpedia_16345,fictionalcharacter person person person film film person person person person
dbpedia_19179,currency currency currency currency currency currency currency currency currency bank
dbpedia_10055,chemicalcompound chemicalcompound chemicalcompound chemicalcompound drug chemicalcompound chemicalcompound drug chemicalcompound species
dbpedia_16756,person film musicalartist film person person film musicalartist person band
dbpedia_10339,fungus animal animal animal animal animal disease animal animal reptile
dbpedia_14122,building town person officeholder museum organisation officeholder monument city building
dbpedia_22281,software software company software software software company company software company
dbpedia_5726,language language fictionalcharacter writer givenname language language givenname language language
dbpedia_2014,film person film film film film film film film film
dbpedia_5547,award award award single album award person person person single
dbpedia_14450,album film song album album film song album person book
dbpedia_2681,soccermanager rugbyplayer americanfootballplayer baseballplayer soccerplayer cricketer golfplayer pokerplayer cricketer soccerclub
dbpedia_13285,book saint artwork film play artwork book book saint book
dbpedia_15828,galaxy galaxy galaxy galaxy galaxy galaxy star galaxy galaxy galaxy
dbpedia_20723,memberofparliament person memberofparliament building town building administrativeregion radiostation city painter
dbpedia_11077,officeholder politician officeholder officeholder person officeholder officeholder officeholder officeholder officeholder
dbpedia_844,architect building person person christianbishop writer fictionalcharacter officeholder officeholder militaryperson
dbpedia_6885,politicalparty supremecourtoftheunitedstatescase supremecourtoftheunitedstatescase governmentagency country governmentagency supremecourtoftheunitedstatescase supremecourtoftheunitedstatescase supremecourtoftheunitedstatescase supremecourtoftheunitedstatescase
dbpedia_14800,disease disease scientist person person fungus disease scientist scientist historian
dbpedia_20447,organisation organisation organisation organisation organisation organisation organisation organisation organisation organisation
dbpedia_6488,single single film settlement film settlement televisionshow album mountain single
dbpedia_795,person film film film film film film film film film
dbpedia_22535,administrativeregion administrativeregion militaryconflict person administrativeregion militaryconflict militaryconflict militaryconflict militaryconflict organisation
dbpedia_292,magazine person scientist person person person philosopher scientist scientist economist
dbpedia_22304,film film film film film film film film film film
dbpedia_18099,televisionshow televisionshow company person televisionshow televisionshow televisionshow televisionshow televisionshow televisionshow
dbpedia_23208,olympicevent swimmer olympicevent film olympicevent footballleagueseason olympicevent swimmer olympicevent soccerplayer
dbpedia_20695,writer person book book person person person person scientist writer
dbpedia_23138,mayor noble royalty person film musicalartist person royalty person soccerplayer
dbpedia_4821,officeholder company militaryperson person person officeholder officeholder officeholder writer officeholder
dbpedia_7259,disease disease disease disease disease disease disease species disease disease
dbpedia_16280,settlement city organisation settlement city settlement town city settlement settlement
dbpedia_12831,beverage person company film company person food supremecourtoftheunitedstatescase person scientist
dbpedia_1408,company company airline publictransitsystem locomotive publictransitsystem train company railwayline publictransitsystem
dbpedia_6608,person award film book film person person company televisionshow film
dbpedia_22878,river river river river river settlement river river river river
dbpedia_515,person film film adultactor person film criminal writer film non profitorganisation
dbpedia_18257,stadium venue stadium venue venue venue stadium venue venue stadium
dbpedia_14835,fungus fungus fungus fungus plant plant fungus fungus fungus fungus
dbpedia_23458,city administrativeregion city administrativeregion city settlement city settlement city settlement
dbpedia_9220,televisionstation settlement settlement settlement settlement settlement settlement settlement settlement settlement
dbpedia_21598,scientist businessperson scientist school school scientist scientist person baronet person
dbpedia_18136,politician person officeholder officeholder officeholder politician person politician officeholder officeholder
dbpedia_5601,person person book person person film televisionshow officeholder person book
dbpedia_21880,beautyqueen beautyqueen beautyqueen organisation beautyqueen beautyqueen beautyqueen organisation beautyqueen beautyqueen
dbpedia_2970,martialartist martialartist athlete athlete martialartist athlete musicalartist martialartist athlete basketballteam
dbpedia_12461,award person artist person award person award award award award
dbpedia_1708,person person person person person person person person film person
dbpedia_12193,officeholder officeholder politician officeholder officeholder officeholder primeminister officeholder officeholder person
dbpedia_1560,film film film film film person hollywoodcartoon film televisionshow hollywoodcartoon
dbpedia_9857,country country country country country country country country settlement person
dbpedia_10006,officeholder officeholder officeholder officeholder organisation organisation officeholder officeholder politicalparty officeholder
dbpedia_19766,baseballplayer baseballplayer basketballplayer baseballplayer soccerclubseason australianrulesfootballplayer australianrulesfootballplayer soccerplayer rugbyplayer gaelicgamesplayer
dbpedia_5992,fictionalcharacter fictionalcharacter person actor person person person person person soapcharacter
dbpedia_18533,politicalparty politicalparty politicalparty politicalparty politicalparty politicalparty politicalparty politicalparty politicalparty politicalparty
dbpedia_7692,pope pope christianbishop royalty cardinal christianbishop saint book cardinal officeholder
dbpedia_8648,badmintonplayer badmintonplayer badmintonplayer badmintonplayer badmintonplayer badmintonplayer badmintonplayer badmintonplayer badmintonplayer badmintonplayer
dbpedia_6103,city settlement soccerplayer athlete settlement settlement settlement settlement officeholder soccerplayer
dbpedia_4264,single song song single plant album album single single plant
dbpedia_7391,televisionshow town town town village town university band city company
dbpedia_18211,musicalartist musical artwork musicalartist artwork artwork musicalartist musicalartist band person
dbpedia_14975,scientist organisation scientist scientist person scientist person scientist person scientist
dbpedia_3819,person noble noble royalty royalty royalty painter noble royalty artist
dbpedia_10193,book soapcharacter fictionalcharacter soapcharacter musicalartist person person politician officeholder person
dbpedia_14928,person artist royalty noble politician noble person royalty royalty noble
dbpedia_18710,administrativeregion settlement politician mayor person person senator city officeholder city
dbpedia_11377,airline airline aircraft videogame aircraft settlement settlement convention aircraft aircraft
dbpedia_271,university university university university university university university university university university
dbpedia_10485,mountain city sumowrestler person writer officeholder officeholder writer town railwayline
dbpedia_8057,royalty scientist royalty royalty royalty royalty royalty royalty royalty person
dbpedia_11807,televisionshow fictionalcharacter fictionalcharacter televisionshow fictionalcharacter fictionalcharacter fictionalcharacter televisionepisode fictionalcharacter televisionshow
dbpedia_16965,colour colour colour colour colour colour colour colour colour colour
dbpedia_12122,person person person person film film person film person film
dbpedia_13373,book software website book software book software year website website
dbpedia_10732,award award award award award award award award award award
dbpedia_22272,beverage beverage beverage company beverage beverage beverage company company company
dbpedia_15138,artist artist artist artist artist museum museum person artist museum
dbpedia_10749,building hotel building city settlement airline railwayline settlement station station
dbpedia_754,website software software website website website website website website software
dbpedia_15491,administrativeregion city administrativeregion city historicplace city administrativeregion city city administrativeregion
dbpedia_21169,tabletennisplayer squashplayer person squashplayer wrestler tennisplayer athlete tennisplayer tennisplayer badmintonplayer
dbpedia_2637,videogame videogame videogame videogame company videogame videogame game videogame videogame
dbpedia_15510,writer publisher book person person writer person publisher book book
dbpedia_8729,book book writer magazine journalist person book album musicalartist film
dbpedia_13986,religiousbuilding historicbuilding settlement religiousbuilding religiousbuilding religiousbuilding religiousbuilding historicbuilding historicbuilding historicbuilding
dbpedia_4145,mammal mammal protein species protein mammal animal fungus insect mammal
dbpedia_9454,person academicjournal academicjournal school magazine university academicjournal academicjournal university publisher
dbpedia_1111,settlement settlement town town town settlement settlement settlement settlement settlement
dbpedia_7653,administrativeregion station administrativeregion administrativeregion administrativeregion station administrativeregion administrativeregion university station
dbpedia_7907,book writtenwork book book book book book book book book
dbpedia_22674,book mammal fictionalcharacter species mammal mammal fictionalcharacter mammal film organisation
dbpedia_1637,lake river river lake river river river river river river
dbpedia_10976,book album album musicalartist song single film person book play
dbpedia_10167,radiostation radiostation radiostation radiostation radiostation radiostation radiostation radiostation televisionstation radiostation
dbpedia_11934,memberofparliament writer book person person person journalist organisation journalist person
dbpedia_17909,videogame televisionshow televisionshow film book writer film film televisionshow film
dbpedia_15145,library library library museum library museum university museum scientist library
dbpedia_15999,person person racingdriver racingdriver racingdriver person formulaoneracer racingdriver formulaoneteam grandprix
dbpedia_14502,scientist scientist philosopher scientist person scientist scientist economist scientist economist
dbpedia_23041,person scientist scientist person scientist scientist scientist scientist person scientist
dbpedia_11259,album televisionshow book book film book album person book book
dbpedia_13955,town station person town settlement website building person company bank
dbpedia_10285,mountain river country island settlement settlement railwayline ship settlement country
dbpedia_13307,settlement school university university university building officeholder person school mayor
dbpedia_19759,royalty royalty royalty film royalty book politicalparty royalty royalty person
dbpedia_13324,single single film settlement film settlement album televisionshow mountain single
dbpedia_4934,university software scientist software university scientist scientist university library software
dbpedia_6389,settlement museum building town museum museum museum museum town museum
dbpedia_22453,venue park worldheritagesite airport building settlement airport settlement book road
dbpedia_11345,film single play album person person eurovisionsongcontestentry person single writer
dbpedia_2974,person person scientist school person person historian scientist person scientist
dbpedia_6340,americanfootballplayer americanfootballplayer gridironfootballplayer americanfootballplayer americanfootballplayer americanfootballplayer sportsteam award americanfootballplayer americanfootballplayer
dbpedia_7712,philosopher book book website album play book film album book
dbpedia_7433,person person person wrestler person figureskater person wrestler tennisplayer person
dbpedia_5524,food food disease muscle disease muscle disease disease muscle disease
dbpedia_20361,film baronet musicalartist film royalty film film royalty royalty film
dbpedia_20667,criminal ncaateamseason baseballplayer baseballplayer soccerplayer soccermanager soccerplayer person televisionseason film
dbpedia_23196,single single album single album album musicalartist album single song
dbpedia_7354,film film film film film film film film person film
dbpedia_17472,game animal software disease artwork software year book plant software
dbpedia_455,book fictionalcharacter film politicalparty politicalparty politicalparty politicalparty magazine officeholder musicalartist
dbpedia_471,fictionalcharacter artwork book book person book fictionalcharacter film film album
dbpedia_23048,person person officeholder squashplayer golfplayer person wrestler person tennisplayer ethnicgroup
dbpedia_20176,governmentagency person politicalparty airline person governmentagency politicalparty language politicalparty company
dbpedia_12327,city settlement administrativeregion town city city city country city town
dbpedia_22316,musicalartist musicalwork album album comicscreator album musical person single person
dbpedia_18260,sportsteam award stadium baseballplayer stadium baseballplayer baseballplayer stadium person baseballleague
dbpedia_7711,award award scientist person award award film person writer play
dbpedia_393,band televisionshow musicalartist band album musicalartist album album website band
dbpedia_12634,disease single album disease album single film album disease classicalmusiccomposition
dbpedia_1000,criminal single person play person song person person film play
dbpedia_5688,company person person person person artist book film businessperson person
dbpedia_20062,village mythologicalfigure city village settlement settlement person book building building
dbpedia_15739,town settlement building settlement building historicplace settlement building person historicplace
dbpedia_7807,album book artwork book book film artist film film book
dbpedia_9977,language settlement language language language language language language language language
dbpedia_7480,person person person person film album person person film person
dbpedia_3410,person scientist writer person disease scientist book scientist organisation person
dbpedia_18887,recordlabel recordlabel recordlabel recordlabel recordlabel recordlabel company recordlabel company company
dbpedia_22115,airport militaryunit militaryunit airport airport militaryunit militaryunit militaryunit place airport
dbpedia_18461,person person hollywoodcartoon person musicalartist boxer film film soccerplayer musicalartist
dbpedia_21907,company informationappliance software informationappliance device device company device informationappliance videogame
dbpedia_16446,scientist scientist scientist scientist university scientist scientist scientist scientist scientist
dbpedia_221,film book cyclist organisation band single book single writer single
dbpedia_15761,artwork settlement historicbuilding politician saint settlement artist soccerleague cleric country
dbpedia_14514,writer writer screenwriter writer person musicalartist person person writer writer
dbpedia_11478,country country country governmentagency legislature election legislature country historicplace country
dbpedia_14284,book book book book book book book scientist book book
dbpedia_854,ship ship ship ship ship ship ship ship ship ship
dbpedia_13290,chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound species chemicalcompound chemicalcompound chemicalcompound
dbpedia_17847,single song single album song single band single single single
dbpedia_20362,school school school school school school school school school school
dbpedia_9125,country country royalty country country country country monarch militaryconflict country
dbpedia_17687,person filmfestival person filmfestival filmfestival filmfestival person person person filmfestival
dbpedia_18571,person company company company company company company company company company
dbpedia_21241,village song village town primeminister village person school village person
dbpedia_9413,person artificialsatellite artificialsatellite artificialsatellite astronaut company yearinspaceflight artificialsatellite artificialsatellite artificialsatellite
dbpedia_22676,musicalartist band musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist band musicalartist
dbpedia_2744,book book website book company book software book classicalmusiccomposition book
dbpedia_4783,programminglanguage software website software organisation website organisation museum organisation organisation
dbpedia_11706,soccermanager soccermanager gaelicgamesplayer soccermanager soccermanager gaelicgamesplayer soccerclubseason soccermanager soccerplayer soccermanager
dbpedia_20649,recordlabel band artistdiscography album artistdiscography album single single band recordlabel
dbpedia_19626,river protectedarea administrativeregion settlement river river river town river mountain
dbpedia_12570,person person person televisionshow televisionshow televisionshow televisionshow person televisionshow person
dbpedia_14118,person person person film person person person person award film
dbpedia_3428,organisation settlement school settlement settlement settlement administrativeregion settlement settlement governmentagency
dbpedia_8474,athlete athlete athlete athlete swimmer athlete athlete horserider athlete athlete
dbpedia_22208,musicalartist musicalartist classicalmusiccomposition musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist
dbpedia_8441,building book ethnicgroup organisation organisation ethnicgroup saint university religiousbuilding book
dbpedia_3226,scientist scientist scientist scientist scientist scientist scientist scientist scientist scientist
dbpedia_7400,saint artwork painter saint person saint artwork painter painter book
dbpedia_19614,officeholder politician person person film person film person officeholder person
dbpedia_9635,academicjournal university scientist scientist philosopher university scientist scientist university scientist
dbpedia_18583,televisionstation album televisionshow televisionstation televisionstation televisionstation televisionshow single televisionstation album
dbpedia_12618,scientist scientist scientist artist scientist scientist scientist scientist person scientist
dbpedia_6456,musicalartist person person televisionshow writer person musicalartist person film televisionepisode
dbpedia_6318,boxer boxer boxer boxer boxer boxer boxer boxer boxer boxer
dbpedia_14035,city administrativeregion settlement city city settlement city settlement city settlement
dbpedia_11198,cyclist cyclist cyclist cyclist cyclingteam cyclist cyclist cyclingteam cyclist cyclist
dbpedia_23246,album single song album album album album album single televisionshow
dbpedia_16292,administrativeregion administrativeregion settlement politician administrativeregion administrativeregion administrativeregion politician administrativeregion administrativeregion
dbpedia_20203,person person noble royalty person person royalty ship artist person
dbpedia_17874,insect insect insect insect insect insect insect insect insect insect
dbpedia_2385,building officeholder building building officeholder building building film officeholder officeholder
dbpedia_9414,album album album artistdiscography album musical album musicalartist classicalmusiccomposition album
dbpedia_3417,person officeholder officeholder primeminister soccerplayer person monarch primeminister officeholder officeholder
dbpedia_8316,film officeholder person fictionalcharacter building person game fictionalcharacter fictionalcharacter city
dbpedia_7434,person scientist university university university officeholder university college officeholder university
dbpedia_4282,river river river river river river river river river river
dbpedia_22708,scientist person americanfootballplayer musicalartist collegecoach americanfootballplayer baseballplayer officeholder americanfootballplayer ncaateamseason
dbpedia_15933,single writtenwork book song fictionalcharacter film song band single musicalartist
dbpedia_14329,politicalparty politicalparty politicalparty officeholder officeholder officeholder officeholder politicalparty officeholder officeholder
dbpedia_19409,rugbyplayer handballplayer musicalartist bank person soccerplayer videogame settlement rugbyplayer stadium
dbpedia_19106,settlement river settlement river river siteofspecialscientificinterest river river river river
dbpedia_14932,officeholder royalty officeholder royalty country royalty noble organisation royalty royalty
dbpedia_20761,university scientist school officeholder school school school school person university
dbpedia_18328,recordlabel recordlabel recordlabel recordlabel person recordlabel recordlabel company recordlabel recordlabel
dbpedia_1490,royalty mythologicalfigure mythologicalfigure mythologicalfigure fictionalcharacter mythologicalfigure person mythologicalfigure mythologicalfigure mythologicalfigure
dbpedia_19994,musicalartist musicalartist band band musicalartist band musicalartist musicalartist band guitarist
dbpedia_17356,country officeholder settlement administrativeregion organisation country ethnicgroup administrativeregion city officeholder
dbpedia_3949,politicalparty politicalparty politicalparty politicalparty politicalparty politicalparty officeholder politicalparty politicalparty politicalparty
dbpedia_1108,person royalty person royalty royalty royalty officeholder person royalty noble
dbpedia_12125,chemicalcompound software company software software company game book company university
dbpedia_19556,grandprix cyclingrace horserace convention horserace horserace cyclingrace nascardriver horserace grandprix
dbpedia_18081,person magazine magazine person book person publisher book writer person
dbpedia_21462,noble soccerplayer musicalartist supremecourtoftheunitedstatescase officeholder musicalartist album soccermanager soccertournament president
dbpedia_11136,film film person film person person film fashiondesigner film person
dbpedia_15203,person classicalmusicartist person musicalartist person person person person person person
dbpedia_16045,film organisation weapon weapon weapon weapon weapon film weapon person
dbpedia_14794,person person person person person person person person person person
dbpedia_11495,award film person award person film film film film film
dbpedia_20084,person person monarch scientist saint company surname basketballplayer painter settlement
dbpedia_4985,person book philosopher book person book book writer person person
dbpedia_3535,person book single book person film person person person website
dbpedia_12687,museum museum person baseballplayer comicscreator person historian museum award museum
dbpedia_10277,officeholder officeholder person officeholder person person president officeholder officeholder officeholder
dbpedia_10650,building mountain mountain settlement mountain building building mountain settlement mountain
dbpedia_5849,country organisation building organisation protectedarea tradeunion administrativeregion administrativeregion settlement company
dbpedia_18733,politicalparty politicalparty politicalparty officeholder election politicalparty officeholder organisation politicalparty politicalparty
dbpedia_5474,software software software software software company software software software software
dbpedia_2301,writtenwork book writer writer writer writer award writtenwork writer writer
dbpedia_9980,televisionseason musicalartist musicalartist televisionshow fictionalcharacter person building album fictionalcharacter building
dbpedia_9052,philosopher person book book book fictionalcharacter play fictionalcharacter book fictionalcharacter
dbpedia_2005,televisionshow writer writer fictionalcharacter film book film book book film
dbpedia_16145,monarch monarch royalty royalty royalty royalty royalty noble royalty royalty
dbpedia_15036,film radioprogram song band song radioprogram person book person religious
dbpedia_22745,company company company officeholder person company company company company company
dbpedia_5636,company company company company company company company company company company
dbpedia_3895,film person fictionalcharacter film film film film award film film
dbpedia_7346,person film film band band person film film televisionshow musicalartist
dbpedia_22699,building book book book ethnicgroup person book ethnicgroup company person
dbpedia_21307,school school school school school school school school school school
dbpedia_21658,gridironfootballplayer basketballplayer americanfootballplayer basketballplayer americanfootballplayer ncaateamseason americanfootballplayer baseballplayer basketballplayer americanfootballplayer
dbpedia_10171,legislature legislature legislature legislature legislature legislature legislature legislature legislature legislature
dbpedia_16219,species eukaryote company settlement settlement food fungus station anatomicalstructure biologicaldatabase
dbpedia_10233,railwayline company railwayline railwayline station station station railwayline station railwayline
dbpedia_19600,officeholder person company person journalist soapcharacter officeholder officeholder person officeholder
dbpedia_19498,televisionshow televisionshow album album televisionshow album musicalartist televisionshow single album
dbpedia_4187,galaxy galaxy galaxy galaxy galaxy galaxy galaxy galaxy galaxy galaxy
dbpedia_17645,planet planet planet planet planet planet planet planet planet planet
dbpedia_13596,website company company company magazine song book radioprogram website book
dbpedia_17679,film fashion televisionshow film film book artwork book album book
dbpedia_11266,song settlement settlement book album givenname film book settlement film
dbpedia_7987,royalty noble royalty royalty university school royalty person organisation person
dbpedia_12369,company building building station company company company company company company
dbpedia_14380,person film person film person televisionshow film person person person
dbpedia_20549,settlement bodyofwater settlement settlement building town settlement bodyofwater settlement settlement
dbpedia_21492,historicbuilding historicbuilding historicbuilding historicbuilding religiousbuilding religiousbuilding historicbuilding historicbuilding militaryconflict historicbuilding
dbpedia_16397,film videogame film videogame fictionalcharacter televisionshow film film fictionalcharacter film
dbpedia_11689,book disease writer play person book person disease disease person
dbpedia_21577,film person person film film person screenwriter actor person person
dbpedia_21794,writer person artist writer writer artist writer writer scientist writer
dbpedia_22908,televisionshow televisionshow televisionshow person televisionshow person person person person televisionshow
dbpedia_10163,amphibian fish fish fish fish fish fish fish fish fish
dbpedia_4284,person person person album book disease film musicalartist person scientist
dbpedia_14052,artwork artwork artwork artwork artwork artwork artwork artwork artwork artist
dbpedia_23343,film film film film film company film film film film
dbpedia_5988,website reptile fungus mammal company insect fungus insect crustacean reptile
dbpedia_21833,dam dam dam dam lake dam river river dam dam
dbpedia_23420,ethnicgroup ethnicgroup organisation ethnicgroup militaryconflict person ethnicgroup ethnicgroup militaryconflict ethnicgroup
dbpedia_14426,album album album album person album person album album album
dbpedia_15804,militaryconflict criminal criminal criminal televisionshow murderer criminal settlement criminal criminal
dbpedia_6669,magazine book film writer book book book book book televisionshow
dbpedia_18953,academicjournal academicjournal academicjournal academicjournal academicjournal academicjournal academicjournal scientist academicjournal academicjournal
dbpedia_19856,settlement officeholder officeholder person song film athlete person person person
dbpedia_12640,song person song single single musicalartist single album album single
dbpedia_14294,musicalartist officeholder musicalartist person writer musicalartist monarch actor musicalartist televisionshow
dbpedia_5950,televisionshow televisionepisode televisionshow televisionshow album single televisionepisode book single album
dbpedia_19678,person election governor officeholder building primeminister person officeholder film person
dbpedia_21075,fictionalcharacter cleric book person person book comicscharacter person book person
dbpedia_16893,organisation band single musicalartist band book band band band album
dbpedia_4015,book book cleric writer book model book book book scientist
dbpedia_8292,person royalty monarch mythologicalfigure monarch royalty royalty mythologicalfigure person politician
dbpedia_20612,person person officeholder person person economist officeholder politician person company
dbpedia_19998,person musical film person film musical writer musical film film
dbpedia_23508,company company company company bank company company bank company bank
dbpedia_18938,protectedarea worldheritagesite place mountain settlement mountain valley place place protectedarea
dbpedia_19000,company company device company company company informationappliance company company software
dbpedia_5719,language language language language language language language company language language
dbpedia_12402,chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound drug chemicalcompound
dbpedia_15258,person book book book book musicalartist supremecourtoftheunitedstatescase single person musicalartist
dbpedia_15238,person soapcharacter book soapcharacter soapcharacter businessperson film book person film
dbpedia_15794,chemicalcompound drug chemicalcompound disease chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound chemicalcompound
dbpedia_8769,historicplace historicplace building historicbuilding building building historicplace historicbuilding artwork diocese
dbpedia_22030,person book film person militaryperson musicalartist person racehorse radioprogram person
dbpedia_4543,recordlabel musicalartist musicalartist company recordlabel musicalartist musicalartist recordlabel recordlabel recordlabel
dbpedia_10426,band musicalartist musicalartist song person single musicalartist single award band
dbpedia_1923,scientist scientist musicalartist scientist person school university cleric historian film
dbpedia_171,award gaelicgamesplayer person chessplayer boxer person soccerplayer filmfestival politician scientist
dbpedia_17007,fictionalcharacter governmentagency governmentagency militaryunit governmentagency militaryunit militaryperson governmentagency weapon militaryperson
dbpedia_16360,settlement settlement place administrativeregion administrativeregion settlement settlement town administrativeregion settlement
dbpedia_9623,holiday baseballleague baseballleague convention baseballleague baseballplayer sportsleague baseballplayer baseballplayer baseballplayer
dbpedia_17448,person historicplace officeholder building building building building museum building person
dbpedia_10489,officeholder ambassador person officeholder politician officeholder ambassador ambassador ambassador officeholder
dbpedia_7810,soapcharacter soapcharacter televisionshow person book book film film song soapcharacter
dbpedia_11449,award award award award award baseballplayer baseballplayer baseballplayer videogame award
dbpedia_396,mythologicalfigure royalty film fictionalcharacter play person film person book film
dbpedia_23103,officeholder astronaut astronaut astronaut astronaut astronaut astronaut artificialsatellite astronaut astronaut
dbpedia_14879,film televisionshow televisionshow film film film person film film screenwriter
dbpedia_15230,soccertournament soccertournament soccertournament soccertournament soccertournament soccertournament soccertournament soccertournament soccertournament soccertournament
dbpedia_12066,award award award award award award award award award award
dbpedia_6849,award award writer writer book academicjournal writer writer writer writtenwork
dbpedia_20318,person figureskater figureskater figureskater person figureskater figureskater figureskater figureskater figureskater
dbpedia_22122,airport airline company airline airline airline company aircraft airline aircraft
dbpedia_4663,country country country country country country militaryconflict country country militaryunit
dbpedia_8864,surname givenname royalty officeholder organisation officeholder noble royalty royalty givenname
dbpedia_9483,disease academicjournal academicjournal academicjournal academicjournal academicjournal academicjournal academicjournal academicjournal academicjournal
dbpedia_14545,musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist musicalartist song
dbpedia_18166,holiday televisionshow film film food album film person album televisionshow
dbpedia_23302,televisionshow person soapcharacter soapcharacter film musicalartist person person fictionalcharacter film
dbpedia_6210,building museum museum worldheritagesite museum museum museum museum museum building
dbpedia_7081,scientist businessperson person businessperson person person person person person businessperson
dbpedia_10500,musicalartist musicalartist person musicalartist album musicalartist musicalartist musicalartist musicalartist musicalartist
dbpedia_1493,planet planet planet planet planet planet planet planet planet planet
dbpedia_14164,officeholder settlement politician politician governmentagency politician officeholder politician election politicalparty
dbpedia_5348,royalty book royalty royalty royalty film musicalartist book book royalty
dbpedia_13392,song book televisionshow song programminglanguage writer film book song single
dbpedia_6736,park plant garden park garden plant park garden governmentagency plant
dbpedia_18876,musicalartist person band musicalartist band musical band company musicalartist musicalartist
dbpedia_13131,ethnicgroup tennisplayer officeholder book ambassador militaryconflict ethnicgroup book officeholder militaryunit
dbpedia_1067,insect insect person insect insect insect company insect person fish
dbpedia_7992,saint fictionalcharacter book book film monarch saint film film militaryperson
dbpedia_6708,artist artist artist artist person artist person film artist person
dbpedia_156,basketballplayer basketballplayer basketballplayer basketballplayer basketballplayer basketballplayer americanfootballplayer basketballplayer basketballplayer basketballplayer
dbpedia_2043,historicplace televisionshow lake artwork artwork painter artwork artwork artwork settlement
dbpedia_20244,single book televisionshow book televisionshow album album film album single
dbpedia_10308,officeholder election politician election president officeholder officeholder televisionshow officeholder officeholder
dbpedia_14885,settlement colour settlement givenname plant weapon settlement mountain weapon settlement
dbpedia_16224,tennisplayer tennisplayer tennisplayer tennisplayer tennistournament tennisplayer tennisplayer tennisplayer tennisplayer tennisplayer
dbpedia_9951,building bridge historicplace building historicplace historicplace building historicplace building historicplace
dbpedia_22696,politician officeholder officeholder officeholder politician mayor mayor politician officeholder officeholder
dbpedia_17926,river river river river river river river river river bodyofwater
dbpedia_23552,mountain mountain mountain mountainrange mountain mountain mountain mountain mountain mountain
dbpedia_18703,river river river bodyofwater river bodyofwater river river settlement island
dbpedia_18033,book book writtenwork book fictionalcharacter book book book person book
dbpedia_7464,album single album album person band musicalartist single single album
dbpedia_2982,anime person televisionshow videogame album band cyclist software televisionshow person
dbpedia_22509,company company airline airline airline airline company airline airline airline
